Customer Name,Age,Gender,City,Occupation,Order Time,Restaurant,Food Item,No. of Items,Delivery Time (min),Total Bill ($),Delivery Tip ($),Payment Method,Coupon Applied,Order Status,Feedback Rating,Device Used,Customer Tier,Order Delay (min),Delivery Agent Rating
Ashley,38,Male,San Jose,Doctor,23:18.3,McDonald's,Salad,4,18,5.29,2.96,Cash,No,Delivered,3,Mobile App,Regular,1,4
Emily,38,Female,Phoenix,Driver,05:18.3,McDonald's,Sushi,1,27,36.26,0,Wallet,Yes,Delivered,4,Mobile App,Silver,8,3
Laura,38,Female,New York,Salesperson,18:18.3,McDonald's,Salad,4,36,8.53,9.09,Cash,No,Cancelled,5,Mobile App,Regular,4,5
Daniel,38,Female,Phoenix,Salesperson,44:18.3,Subway,Burger,3,35,36.61,3.42,Credit Card,Yes,Delivered,3,Mobile App,Silver,9,2
John,38,Female,Phoenix,Student,52:18.3,Wendy's,Pasta,2,37,17.41,3.87,UPI,No,Delivered,3,Mobile App,Regular,15,5
Michael,38,Female,Houston,Student,21:18.3,KFC,Sandwich,2,20,18.61,6.35,Debit Card,No,Delivered,3,Mobile App,Regular,6,2
Ashley,38,Female,Phoenix,Designer,41:18.3,Burger King,Ramen,2,17,23.72,5.26,Wallet,Yes,Delivered,4,Desktop Site,Silver,0,3
Michael,38,Male,Houston,Engineer,42:18.3,McDonald's,Burger,2,32,32.9,5.04,UPI,No,Delivered,5,Mobile App,Regular,3,3
Ashley,38,Male,Phoenix,Student,01:18.3,McDonald's,Pizza,3,44,12.67,7.43,Debit Card,Yes,Delivered,3,Mobile App,Regular,7,3
Chris,38,Male,Dallas,Driver,15:18.3,Wendy's,Pizza,5,33,19.99,4.67,Credit Card,Yes,Cancelled,3,Mobile App,Regular,16,3
John,38,Male,Chicago,Salesperson,09:18.3,McDonald's,Salad,4,28,26.01,5.08,Debit Card,Yes,Delivered,2,Mobile App,Regular,11,4
Sarah,38,Female,Dallas,Designer,43:18.3,Chipotle,Sushi,2,49,27.54,1.51,Credit Card,Yes,Cancelled,5,Mobile App,Silver,13,4
Laura,38,Female,Houston,Engineer,08:18.3,Panda Express,Salad,4,38,34.02,6.2,Credit Card,No,Delivered,4,Mobile App,Gold,17,4
Jessica,38,Female,Los Angeles,Salesperson,00:18.3,Panda Express,Ramen,4,50,26.59,2.7,Wallet,No,Delivered,4,Mobile App,Regular,11,4
Laura,39,Female,New York,Engineer,53:17.7,Taco Bell,Salad,2,30,36.95,4.61,Wallet,Yes,Cancelled,5,Mobile App,Silver,7,4
Daniel,39,Female,San Jose,Student,59:17.7,Wendy's,Burger,3,36,22.83,5.58,Wallet,No,Delayed,4,Mobile App,Silver,8,3
Michael,39,Female,New York,Salesperson,13:17.7,KFC,Sushi,3,25,23.03,2.54,Credit Card,No,Delivered,4,Mobile App,Regular,0,3
Michael,39,Female,Dallas,Teacher,55:17.7,Subway,Pizza,1,40,32.06,1.4,Credit Card,No,Delivered,5,Mobile App,Regular,4,3
David,39,Male,Chicago,Driver,26:17.7,McDonald's,Pasta,1,35,21.14,6.18,UPI,Yes,Delayed,4,Mobile App,Silver,5,4
Ashley,39,Female,Los Angeles,Salesperson,39:17.7,McDonald's,Ramen,2,19,35.71,0,Wallet,No,Delayed,4,Mobile App,Regular,0,2
Ashley,39,Male,Phoenix,Engineer,23:17.7,Subway,Burger,3,10,42.21,4.72,Wallet,No,Delayed,2,Mobile App,Silver,6,3
David,39,Female,San Jose,Salesperson,41:17.7,Chipotle,Ramen,3,40,22.92,0,UPI,No,Delivered,5,Mobile App,Gold,0,5
Ashley,39,Female,Houston,Salesperson,01:17.7,KFC,Salad,5,27,43.4,4.04,UPI,No,Delivered,3,Desktop Site,Silver,3,5
David,39,Male,Dallas,Engineer,29:17.7,McDonald's,Burger,4,44,24.37,4.56,Credit Card,No,Delivered,5,Mobile App,Regular,4,2
Jessica,39,Female,San Jose,Teacher,48:17.7,Panda Express,Pasta,4,22,44,4.19,Wallet,No,Delivered,4,Mobile App,Regular,6,4
Emily,39,Female,Phoenix,Student,27:17.7,Chipotle,Salad,4,56,20.09,0,Credit Card,No,Delivered,4,Mobile App,Gold,15,4
Chris,39,Female,New York,Teacher,09:17.7,Chipotle,Tacos,2,29,19.36,1.26,Credit Card,No,Delivered,3,Mobile App,Regular,11,3
Jessica,39,Female,Houston,Doctor,24:17.7,KFC,Pasta,1,24,30.99,5.24,Wallet,No,Delivered,4,Mobile App,Regular,0,4
Chris,39,Female,Chicago,Designer,47:17.7,KFC,Pizza,2,43,26.35,7.29,Wallet,No,Delivered,1,Mobile App,Silver,9,4
David,39,Female,San Jose,Designer,53:17.7,Burger King,Pasta,1,28,25.63,2.44,Debit Card,No,Delivered,4,Mobile App,Regular,0,4
Michael,39,Male,Chicago,Doctor,08:17.7,Subway,Pizza,5,51,28.97,3.51,Credit Card,No,Delayed,4,Desktop Site,Regular,11,4
John,39,Male,San Diego,Teacher,35:17.7,Chipotle,Sushi,2,27,38.02,6.82,Credit Card,No,Delivered,5,Mobile App,Regular,6,5
Michael,39,Male,Chicago,Doctor,49:17.7,Chipotle,Pasta,5,24,15.67,2.71,Credit Card,No,Delayed,2,Mobile App,Silver,2,3
Ashley,39,Female,Los Angeles,Student,45:17.7,Chipotle,Sandwich,2,38,25.81,1.26,Debit Card,No,Delivered,1,Desktop Site,Silver,7,4
Ashley,39,Female,Phoenix,Doctor,11:17.7,McDonald's,Sandwich,5,38,17.82,5.47,Credit Card,Yes,Delivered,3,Mobile App,Regular,9,4
John,39,Female,Phoenix,Student,32:17.7,McDonald's,Pasta,1,43,29.66,0.44,Credit Card,No,Delivered,4,Mobile App,Platinum,4,4
Laura,39,Female,Phoenix,Salesperson,58:17.7,McDonald's,Burger,2,39,19.48,2.84,UPI,Yes,Delivered,4,Mobile App,Regular,10,1
Ashley,39,Male,Houston,Driver,15:17.7,Subway,Pasta,5,25,22.84,2.69,Debit Card,Yes,Delivered,2,Mobile App,Silver,10,4
Michael,39,Female,San Jose,Student,18:17.7,Wendy's,Burger,3,12,27.02,3.33,Credit Card,No,Delivered,4,Mobile App,Gold,7,2
Laura,39,Female,Houston,Teacher,20:17.7,McDonald's,Pizza,5,42,19.6,3.31,Credit Card,No,Delivered,4,Mobile App,Regular,0,5
Daniel,39,Female,New York,Designer,14:17.7,McDonald's,Sushi,4,59,52.17,6.82,Wallet,No,Delayed,3,Mobile App,Gold,3,4
Emily,39,Female,Dallas,Student,15:17.7,Wendy's,Pasta,2,28,21.54,4.57,Credit Card,No,Delivered,4,Mobile App,Regular,0,4
John,39,Female,Dallas,Student,28:17.7,McDonald's,Tacos,1,29,20.41,4.51,Credit Card,No,Delivered,3,Desktop Site,Silver,13,5
Sarah,39,Female,Dallas,Designer,12:17.7,McDonald's,Sandwich,1,34,16.37,4.26,Debit Card,Yes,Delivered,4,Mobile App,Regular,4,4
John,39,Male,San Jose,Salesperson,09:17.8,Burger King,Sushi,3,24,37.38,4.61,UPI,Yes,Delivered,4,Mobile App,Regular,6,4
Sarah,39,Female,Dallas,Engineer,50:17.8,McDonald's,Sandwich,5,32,53.42,2.43,Debit Card,No,Delivered,3,Mobile App,Regular,2,5
David,39,Female,Chicago,Student,46:17.8,Wendy's,Salad,1,27,13.7,2.73,Debit Card,No,Delivered,4,Mobile App,Gold,8,4
Michael,39,Male,Houston,Driver,51:17.8,Burger King,Pizza,5,25,40.68,5.26,Credit Card,No,Delivered,3,Mobile App,Silver,6,3
David,39,Female,Chicago,Student,00:17.8,McDonald's,Salad,5,43,18.64,3.89,Debit Card,No,Delivered,3,Mobile App,Silver,4,4
Ashley,39,Female,Dallas,Engineer,28:17.8,McDonald's,Pizza,3,14,36,5.96,Debit Card,No,Cancelled,3,Mobile App,Silver,6,4
Chris,39,Female,San Diego,Designer,25:17.8,Wendy's,Salad,2,31,34.43,3.28,Credit Card,No,Delivered,5,Mobile App,Silver,7,4
Jessica,39,Female,Chicago,Doctor,06:17.8,McDonald's,Burger,1,26,29.94,4.18,UPI,No,Delivered,4,Mobile App,Regular,5,5
Ashley,39,Male,Dallas,Student,57:17.8,McDonald's,Burger,1,36,20.35,5.5,Credit Card,Yes,Delivered,4,Mobile App,Regular,1,3
Chris,39,Male,San Jose,Driver,06:17.8,Burger King,Burger,3,7,49.61,2.32,Credit Card,No,Delivered,4,Mobile App,Regular,3,4
Daniel,39,Female,Phoenix,Doctor,27:17.8,McDonald's,Burger,3,35,24.53,6.9,Debit Card,No,Delivered,4,Mobile App,Silver,5,3
John,39,Male,Houston,Student,32:17.8,Wendy's,Pasta,1,18,39.89,2.8,Wallet,No,Delivered,5,Mobile App,Silver,16,4
Daniel,39,Female,San Jose,Teacher,57:17.8,KFC,Burger,5,39,31.55,6.36,Cash,No,Cancelled,5,Mobile App,Regular,12,4
Sarah,39,Female,Chicago,Salesperson,13:17.8,Subway,Burger,4,12,37.46,5.41,UPI,Yes,Delivered,5,Desktop Site,Silver,7,4
Daniel,39,Male,Phoenix,Driver,32:17.8,McDonald's,Burger,4,22,17.05,4.29,Debit Card,No,Delivered,4,Mobile App,Regular,12,3
Ashley,39,Male,New York,Salesperson,07:17.8,KFC,Sushi,2,34,35.53,1.13,Credit Card,No,Delivered,3,Mobile App,Silver,7,2
Chris,39,Male,New York,Student,56:17.8,Chipotle,Salad,3,39,22.76,0.47,Debit Card,No,Delivered,3,Mobile App,Gold,0,4
John,39,Male,Dallas,Teacher,16:17.8,Wendy's,Burger,2,20,39,3.47,Wallet,No,Delayed,5,Mobile App,Regular,3,2
Michael,39,Female,Phoenix,Student,15:17.8,Chipotle,Burger,4,23,24.75,6.42,Credit Card,Yes,Cancelled,5,Mobile App,Regular,12,4
Michael,39,Female,New York,Designer,10:17.8,KFC,Burger,2,25,25.19,5.9,Credit Card,No,Delivered,4,Desktop Site,Regular,0,4
Ashley,39,Male,San Jose,Driver,09:17.8,Taco Bell,Salad,2,40,36.45,3.08,UPI,No,Delivered,1,Desktop Site,Silver,0,4
Daniel,39,Female,San Jose,Doctor,02:17.8,Taco Bell,Burger,4,13,28.06,5.57,Debit Card,Yes,Delivered,5,Mobile App,Regular,4,3
Laura,39,Female,Chicago,Salesperson,14:17.8,Panda Express,Burger,3,44,39.54,0,Credit Card,No,Delivered,4,Mobile App,Silver,2,5
David,39,Male,Chicago,Driver,42:17.8,McDonald's,Pizza,2,33,15.96,5.16,Wallet,No,Delivered,5,Mobile App,Regular,12,4
John,39,Male,San Jose,Designer,50:17.8,Chipotle,Pizza,4,7,0.24,7.79,Debit Card,No,Cancelled,4,Mobile App,Regular,5,3
Emily,39,Female,San Diego,Student,25:17.8,Wendy's,Pasta,5,26,3.67,6.26,Debit Card,Yes,Delivered,3,Desktop Site,Regular,4,4
Daniel,39,Male,Los Angeles,Designer,03:17.8,Burger King,Pizza,2,42,28.3,8.63,Credit Card,No,Delivered,3,Mobile App,Platinum,16,2
Ashley,39,Female,San Diego,Doctor,39:17.8,Subway,Tacos,2,20,32.07,3.49,Credit Card,No,Delivered,4,Mobile App,Regular,0,5
Emily,39,Female,Los Angeles,Designer,15:17.8,McDonald's,Pizza,1,41,11.82,1.84,Debit Card,No,Delivered,4,Mobile App,Gold,1,3
David,39,Male,Houston,Driver,00:17.8,Subway,Sandwich,5,29,20.13,8.71,Credit Card,No,Delivered,4,Mobile App,Gold,0,4
John,39,Female,San Diego,Salesperson,17:17.8,Subway,Pasta,2,5,40.25,6.56,Debit Card,No,Delivered,5,Desktop Site,Regular,6,3
Ashley,39,Male,Phoenix,Teacher,37:17.8,McDonald's,Burger,4,23,25.46,5.96,Credit Card,No,Delivered,4,Mobile App,Silver,4,4
David,39,Male,Dallas,Driver,01:17.8,Chipotle,Pizza,4,27,43.46,4.35,Debit Card,No,Delivered,4,Mobile App,Gold,15,4
David,39,Male,Los Angeles,Teacher,41:17.8,McDonald's,Burger,4,8,48.76,4.95,Debit Card,No,Delivered,3,Desktop Site,Silver,3,3
Chris,39,Male,Phoenix,Teacher,47:17.8,McDonald's,Pizza,4,50,24.69,5.66,Credit Card,No,Delivered,4,Mobile App,Gold,1,3
Chris,39,Female,Houston,Teacher,07:17.8,McDonald's,Burger,5,40,16.71,4.65,Wallet,No,Delivered,4,Mobile App,Silver,0,4
John,39,Male,San Jose,Engineer,57:17.8,Subway,Burger,2,8,9.06,0,Wallet,No,Delivered,3,Desktop Site,Regular,0,4
Laura,39,Female,Dallas,Student,34:17.8,Chipotle,Pasta,2,43,27.38,1.68,Credit Card,No,Delivered,3,Mobile App,Regular,8,4
Michael,39,Male,New York,Engineer,59:17.8,McDonald's,Sandwich,3,23,34,9.09,Credit Card,Yes,Delivered,5,Mobile App,Platinum,14,4
Michael,39,Female,Houston,Salesperson,58:17.8,KFC,Sandwich,1,32,37.41,2.18,UPI,No,Delivered,3,Mobile App,Regular,9,4
David,39,Male,San Diego,Engineer,08:17.8,McDonald's,Sushi,1,21,37.11,5.58,Debit Card,No,Delayed,3,Mobile App,Gold,3,5
John,39,Male,San Jose,Designer,40:17.8,McDonald's,Sandwich,1,55,36.02,4.85,Credit Card,Yes,Delivered,5,Mobile App,Regular,4,4
Chris,39,Male,Los Angeles,Salesperson,31:17.8,Wendy's,Pizza,1,44,58.5,3.61,Cash,Yes,Cancelled,3,Desktop Site,Silver,0,4
John,39,Male,New York,Designer,31:17.8,Chipotle,Burger,1,7,16.36,5.07,Debit Card,No,Delivered,4,Mobile App,Regular,6,2
Sarah,39,Female,San Diego,Engineer,14:17.8,Chipotle,Salad,3,45,34.73,5.13,Wallet,Yes,Delivered,4,Mobile App,Platinum,4,5
Daniel,39,Female,Los Angeles,Designer,15:17.8,Wendy's,Burger,1,38,46.79,1.94,Cash,No,Delivered,3,Mobile App,Gold,2,4
Ashley,39,Male,Chicago,Teacher,59:17.8,McDonald's,Sushi,3,17,40.41,6.7,Debit Card,No,Delivered,4,Mobile App,Regular,0,5
John,39,Male,Chicago,Engineer,41:17.8,KFC,Pizza,3,36,5.43,6.76,Credit Card,No,Delivered,3,Mobile App,Platinum,9,4
John,39,Female,Los Angeles,Salesperson,41:17.8,Wendy's,Burger,4,41,10.62,2.87,Credit Card,No,Delivered,4,Mobile App,Regular,0,4
Chris,39,Male,Dallas,Doctor,49:17.8,McDonald's,Sandwich,2,20,27.22,5.13,Credit Card,No,Delayed,5,Mobile App,Regular,9,3
Michael,39,Male,Chicago,Teacher,20:17.8,Taco Bell,Pizza,1,34,44.47,4.44,Credit Card,No,Delivered,5,Mobile App,Regular,9,4
Chris,39,Male,Houston,Salesperson,54:17.8,McDonald's,Ramen,3,27,19.29,7.42,Credit Card,No,Delivered,4,Mobile App,Regular,1,5
John,39,Female,Houston,Designer,03:17.8,McDonald's,Sandwich,4,38,32.96,6.21,Wallet,Yes,Delivered,4,Mobile App,Regular,7,4
Daniel,39,Male,New York,Engineer,00:17.8,McDonald's,Pizza,5,23,31.58,2.6,Credit Card,Yes,Delivered,4,Mobile App,Regular,10,4
David,39,Female,San Diego,Designer,50:17.8,KFC,Sushi,4,26,19.8,5.34,Wallet,No,Delivered,5,Mobile App,Silver,0,4
Jessica,39,Female,New York,Salesperson,04:17.8,Chipotle,Pizza,2,43,32.63,4.09,Credit Card,No,Delivered,2,Mobile App,Regular,0,2
David,39,Male,San Diego,Doctor,17:17.8,Chipotle,Tacos,1,36,8.94,7.47,Credit Card,No,Delivered,3,Mobile App,Gold,4,3
Jessica,39,Female,Chicago,Student,00:17.8,McDonald's,Sushi,3,29,25.39,3.67,Debit Card,No,Delivered,4,Mobile App,Silver,0,4
Laura,39,Female,San Diego,Teacher,07:17.8,Burger King,Pizza,2,43,24.91,6.96,Credit Card,Yes,Delivered,5,Mobile App,Regular,9,3
Chris,39,Male,New York,Student,31:17.8,Subway,Pasta,2,40,30.41,4.32,Wallet,No,Delivered,3,Mobile App,Gold,1,3
Michael,39,Male,New York,Designer,47:17.8,Wendy's,Burger,1,15,39.15,3.84,Debit Card,No,Delivered,2,Mobile App,Regular,5,5
Sarah,39,Female,Houston,Engineer,54:17.8,KFC,Sushi,2,25,6.23,9.27,Wallet,Yes,Delivered,4,Mobile App,Regular,1,4
David,39,Female,San Jose,Salesperson,19:17.8,Subway,Burger,4,9,24.38,4.12,Debit Card,Yes,Delivered,4,Mobile App,Regular,0,2
Ashley,39,Female,Chicago,Engineer,45:17.8,Panda Express,Burger,1,48,39.49,5.56,Debit Card,No,Delivered,4,Mobile App,Silver,3,3
Jessica,39,Female,Los Angeles,Designer,10:17.8,Chipotle,Pasta,3,35,36,4.68,Wallet,No,Delivered,3,Desktop Site,Regular,1,3
Michael,39,Female,San Jose,Student,59:17.8,McDonald's,Sandwich,1,15,29.24,3.84,Debit Card,Yes,Delivered,4,Mobile App,Platinum,4,3
Ashley,39,Female,New York,Salesperson,33:17.8,Subway,Salad,2,29,15.87,1.48,Wallet,No,Delivered,4,Mobile App,Platinum,6,1
David,39,Male,Houston,Student,34:17.8,Chipotle,Sandwich,3,50,13.76,0.38,Credit Card,Yes,Delivered,3,Mobile App,Silver,4,5
Daniel,39,Female,Houston,Teacher,10:17.8,McDonald's,Burger,2,15,33.76,1.52,Credit Card,No,Delivered,4,Mobile App,Regular,0,3
David,39,Female,Chicago,Salesperson,07:17.8,McDonald's,Ramen,5,45,30.87,1.45,Credit Card,Yes,Delivered,4,Desktop Site,Regular,9,3
Chris,39,Female,Los Angeles,Engineer,47:17.8,Chipotle,Sushi,1,17,15.04,1.18,UPI,No,Delivered,5,Mobile App,Silver,10,4
Emily,39,Female,Chicago,Teacher,22:17.8,McDonald's,Salad,5,7,27.12,4.73,Debit Card,No,Delivered,4,Mobile App,Regular,9,5
Ashley,39,Male,San Diego,Engineer,08:17.8,Subway,Burger,4,33,31.69,3.78,Debit Card,No,Delivered,4,Mobile App,Silver,9,3
Emily,39,Female,Phoenix,Salesperson,09:17.8,KFC,Pasta,1,40,19.92,10.03,Credit Card,No,Delivered,3,Desktop Site,Silver,19,5
John,39,Male,Dallas,Engineer,52:17.8,Chipotle,Pizza,4,44,9.52,5.48,Credit Card,No,Delivered,4,Mobile App,Silver,7,4
Ashley,39,Female,Phoenix,Salesperson,13:17.8,Panda Express,Burger,1,42,32.35,3.94,Debit Card,Yes,Delivered,4,Mobile App,Silver,0,4
John,39,Male,Los Angeles,Engineer,46:17.8,Chipotle,Sandwich,1,49,33.65,6.62,Wallet,No,Delivered,4,Mobile App,Regular,0,3
John,39,Male,Dallas,Driver,15:17.8,McDonald's,Sushi,1,37,20.98,3.51,UPI,No,Delivered,3,Mobile App,Regular,0,4
Ashley,39,Female,New York,Engineer,30:17.8,Wendy's,Burger,2,56,37.33,0,Credit Card,No,Delivered,3,Mobile App,Gold,0,4
Laura,39,Female,Los Angeles,Designer,15:17.9,Wendy's,Sandwich,1,42,26.14,7.14,Debit Card,No,Delivered,5,Mobile App,Regular,22,3
Jessica,39,Female,Phoenix,Designer,37:17.9,Chipotle,Sandwich,2,30,7.88,6.12,Debit Card,No,Delivered,4,Mobile App,Gold,7,3
Ashley,39,Female,New York,Engineer,59:17.9,Taco Bell,Burger,2,35,15.47,5.5,Credit Card,No,Delivered,4,Mobile App,Regular,0,3
Michael,39,Female,Phoenix,Doctor,12:17.9,Subway,Pizza,5,35,17.39,0,Credit Card,No,Cancelled,3,Desktop Site,Regular,11,5
David,39,Male,Dallas,Designer,18:17.9,Panda Express,Tacos,1,31,30.59,1.14,Wallet,No,Delivered,2,Desktop Site,Silver,15,5
David,39,Female,Dallas,Salesperson,31:17.9,Wendy's,Salad,3,20,20.01,7.7,UPI,No,Delivered,4,Mobile App,Silver,8,4
Emily,39,Female,San Diego,Designer,39:17.9,McDonald's,Pizza,5,9,20.06,6.49,Credit Card,No,Delayed,3,Mobile App,Regular,4,4
Michael,39,Female,Dallas,Doctor,22:17.9,McDonald's,Burger,2,34,32.71,3.49,Wallet,No,Delivered,4,Desktop Site,Silver,0,5
Daniel,39,Female,Houston,Salesperson,04:17.9,Chipotle,Pizza,4,33,13.93,5.21,Credit Card,Yes,Delivered,5,Mobile App,Silver,4,4
John,39,Male,Los Angeles,Designer,24:17.9,KFC,Sandwich,3,19,25.55,1.65,Debit Card,Yes,Delivered,4,Mobile App,Regular,7,4
Daniel,39,Female,Los Angeles,Student,35:17.9,Chipotle,Sushi,2,34,37.92,4.27,Credit Card,No,Delivered,1,Mobile App,Platinum,0,4
Emily,39,Female,San Jose,Doctor,27:17.9,McDonald's,Burger,2,33,25.89,3.3,Debit Card,Yes,Delivered,4,Mobile App,Regular,8,4
John,39,Female,San Diego,Doctor,59:17.9,McDonald's,Burger,3,46,19.25,3.89,Credit Card,No,Cancelled,3,Desktop Site,Regular,0,3
Chris,39,Female,Houston,Student,24:17.9,Chipotle,Salad,2,37,25.92,6.54,Credit Card,No,Cancelled,4,Mobile App,Regular,0,4
Michael,39,Female,Los Angeles,Student,35:17.9,Chipotle,Tacos,3,25,13.99,1.84,Credit Card,No,Delivered,5,Mobile App,Silver,6,4
Daniel,39,Male,New York,Student,50:17.9,Subway,Pasta,5,19,51.85,0.82,UPI,No,Delivered,4,Desktop Site,Silver,0,2
Daniel,39,Male,Los Angeles,Salesperson,28:17.9,Chipotle,Pizza,4,35,35.58,7.81,Credit Card,No,Cancelled,2,Mobile App,Regular,4,4
Ashley,39,Male,Los Angeles,Student,10:17.9,McDonald's,Pasta,2,23,18.69,5.34,Wallet,No,Delivered,4,Mobile App,Silver,11,3
David,39,Female,Dallas,Salesperson,10:17.9,Subway,Burger,2,42,60.19,9.39,UPI,No,Delivered,3,Mobile App,Regular,0,4
Emily,39,Female,San Jose,Teacher,27:17.9,Wendy's,Pasta,3,27,23.83,2.21,Cash,No,Delivered,2,Mobile App,Regular,0,5
Ashley,39,Male,Los Angeles,Teacher,58:17.9,McDonald's,Burger,2,23,31.66,0,Cash,Yes,Delivered,4,Mobile App,Regular,7,4
Michael,39,Male,Phoenix,Designer,34:17.9,McDonald's,Pizza,5,17,3.72,8.11,Credit Card,Yes,Delivered,5,Desktop Site,Regular,0,4
Sarah,39,Female,San Diego,Doctor,58:17.9,Chipotle,Tacos,3,28,45.39,3.2,Cash,No,Cancelled,4,Desktop Site,Regular,2,5
Laura,39,Female,Phoenix,Engineer,50:17.9,Taco Bell,Pizza,2,28,25.11,5.25,Credit Card,Yes,Delivered,4,Mobile App,Gold,0,3
Daniel,39,Female,Chicago,Salesperson,21:17.9,Burger King,Sandwich,2,28,31.71,3.5,Debit Card,No,Delivered,4,Mobile App,Silver,0,4
Laura,39,Female,Los Angeles,Student,27:17.9,McDonald's,Burger,4,17,31.23,0,Debit Card,No,Delivered,3,Mobile App,Regular,5,4
Daniel,39,Male,Chicago,Doctor,13:17.9,Panda Express,Pasta,5,65,27.23,3.93,Credit Card,No,Delivered,3,Mobile App,Regular,16,3
David,39,Male,Dallas,Teacher,06:17.9,Panda Express,Pasta,1,23,30.62,3.85,Wallet,No,Delivered,3,Desktop Site,Platinum,6,4
Ashley,39,Female,Los Angeles,Doctor,06:17.9,Chipotle,Sushi,3,45,27.24,3.14,Credit Card,Yes,Delayed,4,Mobile App,Regular,9,4
David,39,Male,San Jose,Driver,50:17.9,Taco Bell,Burger,2,18,36.03,5.48,Debit Card,No,Delivered,3,Mobile App,Regular,8,2
Daniel,39,Female,San Diego,Doctor,02:17.9,McDonald's,Salad,1,46,50.68,5.75,Credit Card,Yes,Delivered,4,Mobile App,Regular,5,4
Chris,39,Male,Los Angeles,Doctor,44:17.9,Subway,Salad,3,37,26.27,5.51,Debit Card,No,Delivered,4,Mobile App,Gold,13,3
Jessica,39,Female,New York,Doctor,10:17.9,Subway,Salad,4,35,23.5,0,Debit Card,No,Delivered,5,Mobile App,Gold,0,4
Daniel,39,Male,Chicago,Driver,22:17.9,McDonald's,Pizza,5,30,22.33,3.19,Debit Card,Yes,Cancelled,4,Mobile App,Regular,0,4
Ashley,39,Female,Los Angeles,Salesperson,00:17.9,Chipotle,Sushi,1,46,21.17,1.69,Credit Card,No,Delayed,4,Mobile App,Silver,3,4
David,39,Male,Phoenix,Student,43:17.9,Burger King,Pizza,2,31,10.86,0.93,Credit Card,Yes,Delivered,4,Mobile App,Regular,10,4
Chris,39,Female,New York,Designer,11:17.9,Subway,Sushi,3,26,27.09,1.33,Credit Card,No,Delivered,4,Mobile App,Silver,10,3
Chris,39,Male,Houston,Doctor,15:17.9,McDonald's,Burger,2,30,18.14,5.69,UPI,No,Delivered,4,Desktop Site,Regular,7,4
Ashley,39,Female,New York,Engineer,42:17.9,Wendy's,Salad,4,44,34.49,3.65,Credit Card,No,Delivered,3,Mobile App,Silver,0,4
John,39,Female,New York,Designer,14:17.9,Wendy's,Pizza,4,28,14.28,6.68,Credit Card,No,Delivered,3,Mobile App,Regular,9,5
Ashley,39,Female,Houston,Teacher,11:17.9,Chipotle,Pizza,3,54,11.32,3.77,Credit Card,No,Delivered,2,Mobile App,Gold,8,3
Emily,39,Female,Dallas,Teacher,17:17.9,McDonald's,Sandwich,5,39,36.21,1.23,Credit Card,No,Delivered,4,Mobile App,Regular,3,5
Ashley,39,Female,Houston,Student,04:17.9,Chipotle,Sandwich,4,41,28.37,2.19,Credit Card,No,Delivered,4,Mobile App,Regular,11,3
Laura,39,Female,Los Angeles,Designer,41:17.9,Wendy's,Pasta,3,46,19.95,2.67,Debit Card,No,Delivered,5,Mobile App,Regular,7,4
Ashley,39,Male,Phoenix,Driver,39:17.9,Chipotle,Burger,2,44,27.82,3.63,Credit Card,Yes,Delivered,4,Mobile App,Gold,3,3
Emily,39,Female,Chicago,Teacher,52:17.9,McDonald's,Burger,3,38,24.2,6.66,Credit Card,No,Delivered,4,Desktop Site,Gold,11,5
Ashley,39,Female,New York,Salesperson,57:17.9,KFC,Pizza,3,38,23.08,1.74,Credit Card,No,Cancelled,1,Mobile App,Gold,2,5
Daniel,39,Male,Phoenix,Teacher,16:17.9,Panda Express,Sushi,3,36,23.51,6.72,Credit Card,No,Delivered,4,Mobile App,Gold,8,3
John,39,Female,Los Angeles,Engineer,38:17.9,McDonald's,Burger,5,41,24.87,3.21,Credit Card,No,Delivered,4,Mobile App,Regular,0,5
John,39,Female,Los Angeles,Teacher,21:17.9,McDonald's,Pizza,5,12,32.8,3.17,UPI,No,Delivered,5,Mobile App,Regular,5,2
Daniel,39,Female,San Jose,Doctor,14:17.9,Burger King,Ramen,3,36,21.65,3.1,Credit Card,Yes,Delivered,3,Mobile App,Gold,14,5
David,39,Male,Phoenix,Engineer,47:17.9,Burger King,Pasta,3,6,15.91,0.47,Debit Card,Yes,Delivered,5,Mobile App,Regular,5,5
Laura,39,Female,San Jose,Engineer,22:17.9,Burger King,Burger,5,7,23.17,5.03,Credit Card,No,Delivered,3,Mobile App,Regular,3,3
Laura,39,Female,Phoenix,Doctor,36:17.9,KFC,Pizza,1,24,24.58,1.38,Credit Card,No,Delivered,4,Mobile App,Regular,14,5
Ashley,39,Male,Los Angeles,Engineer,08:17.9,McDonald's,Pizza,2,18,23.05,4.18,Credit Card,No,Delivered,4,Mobile App,Silver,0,3
Laura,39,Female,San Diego,Student,18:17.9,KFC,Ramen,2,22,46.46,2.38,Credit Card,No,Cancelled,4,Mobile App,Regular,0,4
David,39,Female,Phoenix,Salesperson,28:17.9,Chipotle,Burger,3,45,27.74,7.97,Credit Card,No,Delivered,2,Mobile App,Regular,14,5
Ashley,39,Male,New York,Doctor,41:17.9,Chipotle,Pizza,4,37,28.94,3.83,Wallet,No,Delivered,4,Mobile App,Gold,8,5
Sarah,39,Female,Houston,Doctor,00:17.9,Subway,Burger,3,19,31.3,1.94,Debit Card,No,Delivered,3,Mobile App,Regular,11,4
